Scheduler,Reviews_Mean,Reviews_Std,Accuracy_Mean,Accuracy_Std,Retention_Mean,Retention_Std,Reviews_Per_1Pct_Retention
RANDOM,587.5333333333333,34.811620026779686,45.40512582475485,3.3385987657536713,30.99307161394487,3.767101460281125,18.956924975096094
LEITNER,1033.1333333333334,124.6214891403387,60.094598852387115,4.056081342353513,89.63404254324286,3.2209460311132534,11.526126726181191
SM2,1073.8,143.0814220412047,63.842592509556134,4.7180407057861835,92.8100005984956,1.5663915792105938,11.569873861388658
DQN_OFFLINE,612.3333333333334,52.80235684975519,82.9975693421279,5.762105049170606,61.20728449622729,6.117570071704127,10.00425583936952
DQN_ONLINE,1377.2666666666667,91.1675868326506,91.41259263573235,3.9750744141751757,88.23983316246957,5.047440584660455,15.608219296276388
HLR_ANKI_ORIGINAL,1074.2,86.8095232870987,22.683793279356973,2.5108762839212857,47.5474884215714,5.357941356126435,22.592150198887385
HLR_ANKI_EXTENDED,840.2,66.26633132041239,20.787475146840766,2.85556304063375,28.60309115157708,4.83147501426103,29.374447522035542
HLR_DUO_ORIGINAL,2725.133333333333,181.70594070885213,79.8599234606117,3.256789707580814,99.33406994286855,0.6901769832142709,27.434024750024626
HLR_DUO_EXTENDED,8800.0,0.0,98.32045454545455,0.4256375868880717,99.9995131720895,0.0017428171987868236,88.00042841064686
